Car ID,Chosen Path,Time Taken,Optimal Path (Empty System),Optimal Time (Empty System)
782,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",93.24
783,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Eindhoven']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Eindhoven']",56.64
784,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",34.26
785,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",73.8
786,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",73.8
787,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",38.519999999999996
788,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",37.14
789,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
790,"['Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",48.66
791,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
792,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",16,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",25.139999999999997
793,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
794,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",46.919999999999995
795,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",38.519999999999996
796,"['Amsterdam', 'Utrecht']",1,"['Amsterdam', 'Utrecht']",15.959999999999999
797,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",65.22
798,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",65.22
799,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
800,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
801,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",16,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",26.939999999999998
802,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",37.14
803,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
804,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",85.74000000000001
805,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",90.72
806,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",77.34
807,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",77.34
808,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",34.26
809,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",50.69999999999999
810,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",55.68
811,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",20,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",25.14
812,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",74.4
813,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",22,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",26.939999999999998
814,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
815,"['Utrecht', 'Amsterdam']",1,"['Utrecht', 'Amsterdam']",15.959999999999999
816,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
817,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
818,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
819,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
820,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",16,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",25.139999999999997
821,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",65.82
822,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",46.919999999999995
823,"['Amsterdam', 'Utrecht']",1,"['Amsterdam', 'Utrecht']",15.959999999999999
824,"['Amsterdam', 'Utrecht']",1,"['Amsterdam', 'Utrecht']",15.959999999999999
825,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
826,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
827,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",28.740000000000002
828,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",28.740000000000002
829,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",16,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",26.939999999999998
830,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",37.14
831,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",37.14
832,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
833,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
834,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
835,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
836,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Tilburg']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Tilburg']",65.82
837,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",90.72
838,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",77.34
839,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",34.26
840,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",46.919999999999995
841,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",28.739999999999995
842,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",50.69999999999999
843,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",85.74
844,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",20,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",25.14
845,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",20,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",25.14
846,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",74.4
847,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",22,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",26.939999999999998
848,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gouda', 'Rotterdam']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gouda', 'Rotterdam']",53.58
849,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
850,"['Rotterdam', 'Delft', 'Den Haag']",4,"['Rotterdam', 'Delft', 'Den Haag']",8.399999999999999
851,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",53.58
852,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
853,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",34.26
854,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",34.26
855,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",16,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",26.939999999999998
856,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",48.66
857,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",64.61999999999999
858,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",64.61999999999999
859,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
860,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
861,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht']",77.28
862,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",93.24
863,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Eindhoven']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Eindhoven']",56.64
864,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",77.34
865,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",,"['Den Haag', 'Zoetermeer', 'Gouda', 'Utrecht']",34.26
866,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",55.68
867,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",74.4
868,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",73.8
869,"['Almere', 'Lelystad', 'Emmeloord', 'Lemmer', 'Joure', 'Heerenveen', 'Drachten', 'Groningen']",,"['Almere', 'Lelystad', 'Emmeloord', 'Lemmer', 'Joure', 'Heerenveen', 'Drachten', 'Groningen']",90.72
870,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",42.3
871,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
872,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",53.58
873,"['Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",49.26
874,"['Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",49.26
875,"['Utrecht', 'Amsterdam']",1,"['Utrecht', 'Amsterdam']",15.959999999999999
876,"['Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",48.66
877,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
878,"['Utrecht', 'Gouda', 'Rotterdam']",,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
879,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",49.260000000000005
880,"['Tilburg', 'Eindhoven']",1,"['Tilburg', 'Eindhoven']",11.58
881,"['Tilburg', 'Eindhoven']",1,"['Tilburg', 'Eindhoven']",11.58
882,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",65.82
883,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",65.82
884,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",,"['Tilburg', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",46.919999999999995
885,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",65.22
886,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",65.22
887,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
888,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",48.66
889,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",48.66
890,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",48.66
891,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",64.61999999999999
892,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
