Car ID,Chosen Path,Time Taken,Optimal Path (Empty System),Optimal Time (Empty System)
297,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht']",77.28
298,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",90.72
299,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",77.34
300,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",46.919999999999995
301,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",50.69999999999999
302,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",50.69999999999999
303,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",85.74
304,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",55.68
305,"['Den Haag', 'Delft', 'Rotterdam']",8,"['Den Haag', 'Delft', 'Rotterdam']",8.399999999999999
306,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",20,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",25.14
307,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",74.4
308,"['Rotterdam', 'Gouda', 'Utrecht']",20,"['Rotterdam', 'Gouda', 'Utrecht']",28.439999999999998
309,"['Rotterdam', 'Delft', 'Den Haag']",4,"['Rotterdam', 'Delft', 'Den Haag']",8.399999999999999
310,"['Utrecht', 'Amsterdam']",1,"['Utrecht', 'Amsterdam']",15.959999999999999
311,"['Utrecht', 'Amsterdam']",1,"['Utrecht', 'Amsterdam']",15.959999999999999
312,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.28
313,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",18,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",34.26
314,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",16,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",25.139999999999997
315,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
316,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",65.22
317,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",65.22
318,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",48.66
319,"['Eindhoven', 'Tilburg']",1,"['Eindhoven', 'Tilburg']",11.58
320,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
321,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
322,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Tilburg']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Tilburg']",65.82
323,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam', 'Delft', 'Den Haag']",85.74000000000001
324,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",90.72
325,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",23,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",28.739999999999995
326,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",50.69999999999999
327,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",85.74
328,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",55.68
329,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam', 'Hilversum', 'Huizen', 'Almere']",55.68
330,"['Den Haag', 'Delft', 'Rotterdam']",8,"['Den Haag', 'Delft', 'Rotterdam']",8.399999999999999
331,"['Den Haag', 'Delft', 'Rotterdam']",8,"['Den Haag', 'Delft', 'Rotterdam']",8.399999999999999
332,"['Den Haag', 'Delft', 'Rotterdam']",8,"['Den Haag', 'Delft', 'Rotterdam']",8.399999999999999
333,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",22,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",26.939999999999998
334,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",22,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",26.939999999999998
335,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",73.8
336,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",73.8
337,"['Rotterdam', 'Gouda', 'Utrecht']",20,"['Rotterdam', 'Gouda', 'Utrecht']",28.439999999999998
338,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",32,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",38.519999999999996
339,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",32,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'Tilburg']",38.519999999999996
340,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",34,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",37.14
341,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",34,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",37.14
342,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
343,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",53.58
344,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",18,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",34.26
345,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",18,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",34.26
346,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",16,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",25.139999999999997
347,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
348,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
349,"['Tilburg', 'Eindhoven']",1,"['Tilburg', 'Eindhoven']",11.58
350,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",74.4
351,"['Amsterdam', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Amsterdam', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",64.62
352,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
353,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",27,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",28.740000000000002
354,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",64.61999999999999
355,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht', 'Amsterdam']",64.61999999999999
356,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht']",77.28
357,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",93.24
358,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",93.24
359,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",90.72
360,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Den Haag', 'Delft', 'Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",85.74
361,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",20,"['Almere', 'Huizen', 'Hilversum', 'Utrecht']",25.14
362,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",22,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",26.939999999999998
363,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",73.8
364,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",55.67999999999999
365,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",55.67999999999999
366,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gouda', 'Rotterdam']",,"['Almere', 'Huizen', 'Hilversum', 'Utrecht', 'Gouda', 'Rotterdam']",53.58
367,"['Rotterdam', 'Gouda', 'Utrecht']",20,"['Rotterdam', 'Gouda', 'Utrecht']",28.439999999999998
368,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
369,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",77.33999999999999
370,"['Rotterdam', 'Delft', 'Den Haag']",4,"['Rotterdam', 'Delft', 'Den Haag']",8.399999999999999
371,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",53.58
372,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Rotterdam', 'Gouda', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",53.58
373,"['Utrecht', 'Amsterdam']",1,"['Utrecht', 'Amsterdam']",15.959999999999999
374,"['Utrecht', 'Amsterdam']",1,"['Utrecht', 'Amsterdam']",15.959999999999999
375,"['Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",,"['Utrecht', 'Waardenburg', ""'s-Hertogenbosch"", 'Eindhoven']",48.66
376,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",18,"['Utrecht', 'Gouda', 'Zoetermeer', 'Den Haag']",34.26
377,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",16,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",25.139999999999997
378,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
379,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",49.260000000000005
380,"['Amsterdam', 'Utrecht']",1,"['Amsterdam', 'Utrecht']",15.959999999999999
381,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",65.22
382,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",,"['Amsterdam', 'Utrecht', 'Gorinchem', 'Raamsdonk', 'Breda', 'Tilburg']",65.22
383,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Amsterdam', 'Utrecht', 'Ede', 'Arnhem', 'Zevenaar', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",93.24
384,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",37,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag', 'Delft', 'Rotterdam']",37.14
385,"['Eindhoven', 'Tilburg']",1,"['Eindhoven', 'Tilburg']",11.58
386,"['Eindhoven', 'Tilburg']",1,"['Eindhoven', 'Tilburg']",11.58
387,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
388,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
389,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Eindhoven', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",56.63999999999999
390,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",35,"['Eindhoven', 'België', 'Breda', 'Moerdijk', 'Dordrecht', 'Rotterdam']",42.29999999999999
391,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Zevenaar', 'Arnhem', 'Ede', 'Utrecht', 'Amsterdam']",93.24
392,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Eindhoven']",,"['Groningen', 'Hoogezand', 'Winschoten', 'Bad Nieuweschans', 'Duitsland', 'Heerlen', 'Hoensbroek', 'Geleen', 'Stein', 'België', 'Eindhoven']",56.64
393,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",,"['Groningen', 'Drachten', 'Heerenveen', 'Joure', 'Lemmer', 'Emmeloord', 'Lelystad', 'Almere']",90.72
394,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",23,"['Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",28.739999999999995
395,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",22,"['Almere', 'Huizen', 'Hilversum', 'Amsterdam']",26.939999999999998
396,"['Rotterdam', 'Gouda', 'Utrecht']",20,"['Rotterdam', 'Gouda', 'Utrecht']",28.439999999999998
397,"['Rotterdam', 'Gouda', 'Utrecht']",20,"['Rotterdam', 'Gouda', 'Utrecht']",28.439999999999998
398,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",35,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",37.14
399,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",35,"['Rotterdam', 'Delft', 'Den Haag', 'Leiden', 'Schiphol', 'Amsterdam']",37.14
400,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",36,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",42.3
401,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",36,"['Rotterdam', 'Dordrecht', 'Moerdijk', 'Breda', 'België', 'Eindhoven']",42.3
402,"['Rotterdam', 'Delft', 'Den Haag']",4,"['Rotterdam', 'Delft', 'Den Haag']",8.399999999999999
403,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",16,"['Utrecht', 'Hilversum', 'Huizen', 'Almere']",25.139999999999997
404,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
405,"['Utrecht', 'Gouda', 'Rotterdam']",11,"['Utrecht', 'Gouda', 'Rotterdam']",28.439999999999998
406,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",49.260000000000005
407,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht']",49.260000000000005
408,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",65.22
409,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Amsterdam']",65.22
410,"['Tilburg', 'Eindhoven']",1,"['Tilburg', 'Eindhoven']",11.58
411,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",65.82
412,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",65.82
413,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",,"['Tilburg', 'Breda', 'België', 'Stein', 'Geleen', 'Hoensbroek', 'Heerlen', 'Duitsland', 'Bad Nieuweschans', 'Winschoten', 'Hoogezand', 'Groningen']",65.82
414,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",,"['Tilburg', 'Breda', 'Raamsdonk', 'Gorinchem', 'Utrecht', 'Hilversum', 'Huizen', 'Almere']",74.4
415,"['Amsterdam', 'Utrecht']",1,"['Amsterdam', 'Utrecht']",15.959999999999999
416,"['Amsterdam', 'Utrecht']",1,"['Amsterdam', 'Utrecht']",15.959999999999999
417,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",27,"['Amsterdam', 'Schiphol', 'Leiden', 'Den Haag']",28.740000000000002
418,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",16,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",26.939999999999998
419,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",16,"['Amsterdam', 'Hilversum', 'Huizen', 'Almere']",26.939999999999998
420,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",,"['Eindhoven', ""'s-Hertogenbosch"", 'Waardenburg', 'Utrecht']",48.66
