Car ID,Chosen Path,Time Taken,Optimal Path (Empty System),Optimal Time (Empty System)
295,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
296,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
297,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
298,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
299,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
300,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
301,"['City 1', 'A', 'C', 'City 2']",,"['City 1', 'A', 'C', 'City 2']",102.0
302,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
303,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
304,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
305,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
306,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
307,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
308,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
309,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
310,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
311,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
312,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
313,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
314,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
315,"['City 2', 'City 1']",,"['City 2', 'City 1']",36.0
